t,x,y,theta,v,w
47.565,1.0817,0.5759,1.8946,0.0000,0.0000
47.696,1.0817,0.5759,1.8946,0.0000,0.0000
47.765,1.0817,0.5759,1.8946,0.0000,0.0000
47.865,1.0817,0.5759,1.8946,0.0000,0.0000
47.965,1.0817,0.5759,1.8946,0.0000,0.0000
48.065,1.0817,0.5759,1.8946,0.0000,0.0000
48.165,1.0817,0.5759,1.8946,0.0000,0.0000
48.266,1.0817,0.5759,1.8946,0.0000,0.0000
48.364,1.0817,0.5759,1.8946,0.0000,0.0000
48.465,1.0817,0.5759,1.8946,0.0000,0.0000
48.565,1.0817,0.5759,1.8946,0.0000,0.0000
48.665,1.0817,0.5759,1.8946,0.0000,0.0000
48.765,1.0817,0.5759,1.8946,0.0000,0.0000
48.865,1.0817,0.5759,1.8946,0.0000,0.0000
48.966,1.0817,0.5759,1.8946,0.0000,0.0000
49.066,1.0817,0.5759,1.8946,0.0000,0.0000
49.176,1.0817,0.5759,1.8946,0.0000,0.0000
49.265,1.0817,0.5759,1.8946,0.0000,0.0000
49.365,1.0817,0.5759,1.8946,0.0000,0.0000
49.464,1.0817,0.5759,1.8946,0.0000,0.0000
49.565,1.0817,0.5759,1.8946,0.0000,0.0000
49.665,1.0817,0.5759,1.8946,0.0000,0.0000
49.765,1.0817,0.5759,1.8946,0.0000,0.0000
49.876,1.0817,0.5759,1.8946,0.0000,0.0000
49.975,1.0817,0.5759,1.8946,0.0000,0.0000
50.064,1.0817,0.5759,1.8946,0.0000,0.0000
50.167,1.0817,0.5759,1.8946,0.0000,0.0000
50.264,1.0817,0.5759,1.8946,0.0000,0.0000
50.366,1.0817,0.5759,1.8946,0.0000,0.0000
50.466,1.0817,0.5759,1.8946,0.0000,0.0000
50.565,1.0817,0.5759,1.8946,0.0000,0.0000
50.665,1.0817,0.5759,1.8946,0.0000,0.0000
50.766,1.0817,0.5759,1.8946,0.0000,0.0000
50.896,1.0817,0.5759,1.8946,0.0000,0.0000
50.966,1.0817,0.5759,1.8946,0.0000,0.0000
51.064,1.0817,0.5759,1.8946,0.0000,0.0000
51.162,1.0817,0.5759,1.8946,0.0000,0.0000
51.265,1.0817,0.5759,1.8946,0.0000,0.0000
51.364,1.0817,0.5759,1.8946,0.0000,0.0000
51.466,1.0817,0.5759,1.8946,0.0000,0.0000
51.565,1.0817,0.5759,1.8946,0.0000,0.0000
51.665,1.0817,0.5759,1.8946,0.0000,0.0000
51.765,1.0817,0.5759,1.8946,0.0000,0.0000
51.865,1.0817,0.5759,1.8946,0.0000,0.0000
51.965,1.0817,0.5759,1.8946,0.0000,0.0000
52.065,1.0817,0.5759,1.8946,0.0000,0.0000
52.164,1.0817,0.5759,1.8946,0.0000,0.0000
52.265,1.0817,0.5759,1.8946,0.0000,0.0000
52.365,1.0817,0.5759,1.8946,0.0000,0.0000
52.463,1.0817,0.5759,1.8946,0.0000,0.0000
52.565,1.0817,0.5759,1.8946,0.0000,0.0000
52.664,1.0817,0.5759,1.8946,0.0000,0.0000
52.765,1.0817,0.5759,1.8946,0.0000,0.0000
52.865,1.0817,0.5759,1.8946,0.0000,0.0000
52.963,1.0817,0.5759,1.8946,0.0000,0.0000
53.067,1.0817,0.5759,1.8946,0.0000,0.0000
53.164,1.0817,0.5759,1.8946,0.0000,0.0000
53.266,1.0817,0.5759,1.8946,0.0000,0.0000
53.365,1.0817,0.5759,1.8946,0.0000,0.0000
53.473,1.0817,0.5759,1.8946,0.0000,0.0000
53.565,1.0817,0.5759,1.8946,0.0000,0.0000
53.665,1.0817,0.5759,1.8946,0.0000,0.0000
53.766,1.0817,0.5759,1.8946,0.0000,0.0000
53.865,1.0817,0.5759,1.8946,0.0000,0.0000
53.965,1.0817,0.5759,1.8946,0.0000,0.0000
54.065,1.0817,0.5759,1.8946,0.0000,0.0000
54.175,1.0817,0.5759,1.8946,0.0000,0.0000
54.264,1.0817,0.5759,1.8946,0.0000,0.0000
54.365,1.0817,0.5759,1.8946,0.0000,0.0000
54.465,1.0817,0.5759,1.8946,0.0000,0.0000
54.565,1.0817,0.5759,1.8946,0.0000,0.0000
54.663,1.0817,0.5759,1.8946,0.0000,0.0000
54.766,1.0817,0.5759,1.8946,0.0000,0.0000
54.866,1.0817,0.5759,1.8946,0.0000,0.0000
54.965,1.0817,0.5759,1.8946,0.0000,0.0000
55.096,1.0817,0.5759,1.8946,0.0000,0.0000
55.165,1.0817,0.5759,1.8946,0.0000,0.0000
55.265,1.0817,0.5759,1.8946,0.0000,0.0000
55.365,1.0817,0.5759,1.8946,0.0000,0.0000
55.465,1.0817,0.5759,1.8946,0.0000,0.0000
55.564,1.0817,0.5759,1.8946,0.0000,0.0000
55.665,1.0817,0.5759,1.8946,0.0000,0.0000
55.765,1.0817,0.5759,1.8946,0.0000,0.0000
55.865,1.0817,0.5759,1.8946,0.0000,0.0000
55.965,1.0817,0.5759,1.8946,0.0000,0.0000
56.065,1.0817,0.5759,1.8946,0.0000,0.0000
56.164,1.0817,0.5759,1.8946,0.0000,0.0000
56.266,1.0817,0.5759,1.8946,0.0000,0.0000
56.365,1.0817,0.5759,1.8946,0.0000,0.0000
56.465,1.0817,0.5759,1.8946,0.0000,0.0000
56.566,1.0817,0.5759,1.8946,0.0000,0.0000
56.665,1.0817,0.5759,1.8946,0.0000,0.0000
56.765,1.0817,0.5759,1.8946,0.0000,0.0000
56.865,1.0817,0.5759,1.8946,0.0000,0.0000
56.965,1.0817,0.5759,1.8946,0.0000,0.0000
57.065,1.0817,0.5759,1.8946,0.0000,0.0000
57.165,1.0817,0.5759,1.8946,0.0000,0.0000
57.266,1.0817,0.5759,1.8946,0.0000,0.0000
57.365,1.0817,0.5759,1.8946,0.0000,0.0000
57.465,1.0817,0.5759,1.8946,0.0000,0.0000
